,item_count,unique_item_count,total_price,order_date_index,order_date,order_date_weekday,order_time
1062,3,2,53.5,18,2015-01-18,Sunday,17:21:38
1063,3,3,40.25,18,2015-01-18,Sunday,17:28:29
1064,1,1,12.5,18,2015-01-18,Sunday,17:30:00
1065,4,4,74.25,18,2015-01-18,Sunday,17:48:16
1066,4,4,56.5,18,2015-01-18,Sunday,18:10:50
1067,3,3,58.0,18,2015-01-18,Sunday,18:13:43
1068,2,2,37.0,18,2015-01-18,Sunday,18:16:32
1069,3,3,37.0,18,2015-01-18,Sunday,18:19:47
1070,2,2,32.0,18,2015-01-18,Sunday,18:21:27
1071,3,3,43.5,18,2015-01-18,Sunday,18:27:40
1072,3,3,45.25,18,2015-01-18,Sunday,18:32:32
1073,3,3,55.75,18,2015-01-18,Sunday,18:42:02
1074,1,1,21.0,18,2015-01-18,Sunday,19:01:54
1075,1,1,20.25,18,2015-01-18,Sunday,19:15:17
1076,2,2,31.75,18,2015-01-18,Sunday,19:36:15
1077,1,1,16.75,18,2015-01-18,Sunday,20:13:25
1078,2,2,38.45,18,2015-01-18,Sunday,20:20:42
1079,3,3,40.0,18,2015-01-18,Sunday,20:45:11
1080,4,4,66.0,18,2015-01-18,Sunday,21:22:58
1081,1,1,18.5,18,2015-01-18,Sunday,21:27:05
1082,2,2,41.5,19,2015-01-19,Monday,11:16:43
1083,1,1,20.75,19,2015-01-19,Monday,11:19:51
1084,1,1,12.0,19,2015-01-19,Monday,11:27:33
1085,3,3,51.5,19,2015-01-19,Monday,11:37:05
1086,2,2,33.0,19,2015-01-19,Monday,11:57:17
1087,2,2,33.95,19,2015-01-19,Monday,11:57:38
1088,5,5,85.75,19,2015-01-19,Monday,12:00:52
1089,3,3,49.25,19,2015-01-19,Monday,12:03:57
1090,7,7,116.5,19,2015-01-19,Monday,12:14:24
1091,1,1,9.75,19,2015-01-19,Monday,12:20:28
1092,3,3,44.0,19,2015-01-19,Monday,12:23:38
1093,5,5,80.75,19,2015-01-19,Monday,12:33:24
1094,2,2,44.4,19,2015-01-19,Monday,12:33:50
1095,2,2,30.7,19,2015-01-19,Monday,12:47:24
1096,15,12,285.15,19,2015-01-19,Monday,12:56:45
1097,1,1,20.75,19,2015-01-19,Monday,13:02:07
1098,2,2,41.0,19,2015-01-19,Monday,13:25:39
1099,2,2,28.5,19,2015-01-19,Monday,13:33:24
1100,5,5,85.75,19,2015-01-19,Monday,13:34:27
1101,1,1,20.75,19,2015-01-19,Monday,13:36:26
1102,1,1,12.0,19,2015-01-19,Monday,14:03:20
1103,1,1,12.0,19,2015-01-19,Monday,14:08:12
1104,4,4,58.25,19,2015-01-19,Monday,14:39:45
1105,3,3,53.75,19,2015-01-19,Monday,15:13:54
1106,1,1,20.25,19,2015-01-19,Monday,15:17:39
1107,1,1,16.5,19,2015-01-19,Monday,15:45:44
1108,1,1,20.25,19,2015-01-19,Monday,16:18:49
1109,2,2,32.75,19,2015-01-19,Monday,16:20:22
1110,2,2,32.5,19,2015-01-19,Monday,16:33:35
1111,1,1,16.5,19,2015-01-19,Monday,16:35:46
1112,4,4,70.75,19,2015-01-19,Monday,16:46:00
1113,2,2,25.25,19,2015-01-19,Monday,17:00:44
1114,2,2,30.5,19,2015-01-19,Monday,17:00:53
1115,2,2,29.0,19,2015-01-19,Monday,17:08:55
1116,4,4,74.25,19,2015-01-19,Monday,17:09:15
1117,1,1,16.75,19,2015-01-19,Monday,17:13:25
1118,1,1,16.0,19,2015-01-19,Monday,17:19:49
1119,2,2,32.5,19,2015-01-19,Monday,17:42:23
1120,2,2,32.25,19,2015-01-19,Monday,17:46:46
1121,2,2,37.5,19,2015-01-19,Monday,18:15:08
1122,4,4,65.75,19,2015-01-19,Monday,18:16:44
1123,2,2,27.25,19,2015-01-19,Monday,18:21:36
1124,2,2,32.25,19,2015-01-19,Monday,18:29:26
1125,2,2,30.75,19,2015-01-19,Monday,18:45:40
1126,1,1,12.75,19,2015-01-19,Monday,18:48:46
1127,3,3,43.5,19,2015-01-19,Monday,18:53:52
1128,2,2,37.5,19,2015-01-19,Monday,18:59:54
1129,3,3,44.25,19,2015-01-19,Monday,19:00:20
1130,2,2,39.25,19,2015-01-19,Monday,19:03:05
1131,2,2,32.75,19,2015-01-19,Monday,19:06:42
1132,4,4,58.95,19,2015-01-19,Monday,19:51:37
1133,4,4,74.5,19,2015-01-19,Monday,19:59:17
1134,1,1,11.0,19,2015-01-19,Monday,20:05:41
1135,1,1,15.25,19,2015-01-19,Monday,21:15:41
1136,3,3,49.5,19,2015-01-19,Monday,21:59:06
1137,2,2,36.75,19,2015-01-19,Monday,22:13:28
1138,1,1,20.25,20,2015-01-20,Tuesday,11:21:49
1139,4,4,57.5,20,2015-01-20,Tuesday,11:25:59
1140,5,5,91.25,20,2015-01-20,Tuesday,11:31:16
1141,1,1,16.0,20,2015-01-20,Tuesday,11:35:08
1142,2,1,40.5,20,2015-01-20,Tuesday,11:36:48
1143,3,3,51.25,20,2015-01-20,Tuesday,11:37:33
1144,2,2,36.75,20,2015-01-20,Tuesday,12:02:21
1145,4,4,61.75,20,2015-01-20,Tuesday,12:04:15
1146,1,1,16.5,20,2015-01-20,Tuesday,12:12:00
1147,1,1,12.5,20,2015-01-20,Tuesday,12:12:25
1148,2,2,28.5,20,2015-01-20,Tuesday,12:17:42
1149,2,2,36.75,20,2015-01-20,Tuesday,12:22:41
1150,14,12,219.75,20,2015-01-20,Tuesday,12:39:05
1151,1,1,17.95,20,2015-01-20,Tuesday,12:43:36
1152,1,1,16.75,20,2015-01-20,Tuesday,12:44:23
1153,11,11,183.0,20,2015-01-20,Tuesday,12:56:30
1154,4,3,69.75,20,2015-01-20,Tuesday,12:59:38
1155,1,1,16.5,20,2015-01-20,Tuesday,13:05:11
1156,1,1,16.0,20,2015-01-20,Tuesday,13:14:15
1157,2,2,24.0,20,2015-01-20,Tuesday,13:16:58
1158,3,3,54.25,20,2015-01-20,Tuesday,13:17:45
1159,1,1,20.75,20,2015-01-20,Tuesday,14:06:41
1160,3,3,48.25,20,2015-01-20,Tuesday,14:14:54
1161,1,1,20.75,20,2015-01-20,Tuesday,14:21:41
1162,2,2,24.75,20,2015-01-20,Tuesday,14:40:02
1163,1,1,12.75,20,2015-01-20,Tuesday,14:47:28
1164,2,2,33.5,20,2015-01-20,Tuesday,15:13:31
1165,2,2,39.25,20,2015-01-20,Tuesday,15:15:26
1166,1,1,12.0,20,2015-01-20,Tuesday,15:25:08
1167,1,1,20.75,20,2015-01-20,Tuesday,15:28:09
1168,1,1,16.0,20,2015-01-20,Tuesday,15:58:05
1169,3,3,49.75,20,2015-01-20,Tuesday,16:08:25
1170,1,1,16.75,20,2015-01-20,Tuesday,16:37:24
1171,1,1,12.0,20,2015-01-20,Tuesday,16:41:58
1172,2,2,28.0,20,2015-01-20,Tuesday,16:53:23
1173,2,2,29.95,20,2015-01-20,Tuesday,16:57:05
1174,2,2,33.25,20,2015-01-20,Tuesday,17:02:58
1175,4,4,69.5,20,2015-01-20,Tuesday,17:05:14
1176,4,4,57.25,20,2015-01-20,Tuesday,17:05:19
1177,2,2,25.75,20,2015-01-20,Tuesday,17:27:29
1178,1,1,20.75,20,2015-01-20,Tuesday,18:01:13
1179,1,1,20.75,20,2015-01-20,Tuesday,18:02:28
1180,2,2,42.15,20,2015-01-20,Tuesday,18:12:31
1181,1,1,20.75,20,2015-01-20,Tuesday,18:17:53
1182,4,4,79.65,20,2015-01-20,Tuesday,18:33:48
1183,2,2,36.0,20,2015-01-20,Tuesday,18:51:30
1184,1,1,20.75,20,2015-01-20,Tuesday,19:04:35
1185,1,1,16.5,20,2015-01-20,Tuesday,19:10:26
1186,2,2,38.7,20,2015-01-20,Tuesday,19:19:55
1187,1,1,16.75,20,2015-01-20,Tuesday,19:21:40
1188,1,1,20.75,20,2015-01-20,Tuesday,19:25:25
1189,1,1,16.75,20,2015-01-20,Tuesday,19:40:47
1190,2,2,36.75,20,2015-01-20,Tuesday,19:43:15
1191,2,2,36.75,20,2015-01-20,Tuesday,19:56:41
1192,1,1,20.75,20,2015-01-20,Tuesday,20:15:27
1193,4,4,61.75,20,2015-01-20,Tuesday,20:26:22
1194,2,2,37.25,20,2015-01-20,Tuesday,20:27:18
1195,3,3,44.0,20,2015-01-20,Tuesday,20:39:52
1196,2,2,38.75,20,2015-01-20,Tuesday,20:44:41
1197,1,1,12.0,20,2015-01-20,Tuesday,20:53:41
1198,1,1,12.0,20,2015-01-20,Tuesday,22:02:08
1199,1,1,16.75,20,2015-01-20,Tuesday,22:10:20
1200,2,2,33.25,20,2015-01-20,Tuesday,22:14:41
1201,2,2,39.25,20,2015-01-20,Tuesday,22:40:10
1202,1,1,12.0,21,2015-01-21,Wednesday,11:50:26
1203,1,1,20.75,21,2015-01-21,Wednesday,11:54:22
1204,4,4,56.75,21,2015-01-21,Wednesday,12:23:38
1205,1,1,16.0,21,2015-01-21,Wednesday,12:29:13
1206,10,10,170.25,21,2015-01-21,Wednesday,12:38:38
1207,2,2,28.75,21,2015-01-21,Wednesday,12:52:42
1208,1,1,12.0,21,2015-01-21,Wednesday,13:03:21
1209,3,2,47.9,21,2015-01-21,Wednesday,13:13:52
1210,1,1,16.75,21,2015-01-21,Wednesday,13:20:41
1211,1,1,12.5,21,2015-01-21,Wednesday,13:37:51
1212,2,2,27.25,21,2015-01-21,Wednesday,13:42:25
1213,2,2,22.5,21,2015-01-21,Wednesday,13:58:53
1214,12,11,215.45,21,2015-01-21,Wednesday,14:00:05
1215,1,1,20.25,21,2015-01-21,Wednesday,14:02:04
1216,1,1,16.75,21,2015-01-21,Wednesday,14:08:29
1217,1,1,12.75,21,2015-01-21,Wednesday,14:26:35
1218,4,4,60.5,21,2015-01-21,Wednesday,14:27:30
1219,4,4,67.75,21,2015-01-21,Wednesday,15:13:10
1220,1,1,16.25,21,2015-01-21,Wednesday,15:20:03
1221,2,2,22.5,21,2015-01-21,Wednesday,15:23:36
1222,2,2,36.75,21,2015-01-21,Wednesday,15:32:23
1223,1,1,16.5,21,2015-01-21,Wednesday,15:36:37
1224,2,2,32.75,21,2015-01-21,Wednesday,15:45:47
1225,2,2,22.0,21,2015-01-21,Wednesday,15:59:07
1226,4,4,57.95,21,2015-01-21,Wednesday,16:10:57
1227,1,1,10.5,21,2015-01-21,Wednesday,16:20:21
1228,2,2,28.75,21,2015-01-21,Wednesday,16:26:36
1229,1,1,10.5,21,2015-01-21,Wednesday,16:28:19
1230,4,4,68.75,21,2015-01-21,Wednesday,16:38:28
1231,2,2,33.25,21,2015-01-21,Wednesday,16:45:04
1232,4,4,70.0,21,2015-01-21,Wednesday,16:50:36
1233,4,4,58.7,21,2015-01-21,Wednesday,17:11:27
1234,2,2,29.25,21,2015-01-21,Wednesday,17:36:59
1235,3,3,51.25,21,2015-01-21,Wednesday,17:55:58
1236,1,1,20.25,21,2015-01-21,Wednesday,17:56:32
1237,2,2,28.5,21,2015-01-21,Wednesday,18:10:40
1238,4,4,64.0,21,2015-01-21,Wednesday,18:18:51
1239,1,1,12.75,21,2015-01-21,Wednesday,18:22:29
1240,3,3,45.25,21,2015-01-21,Wednesday,18:40:50
1241,3,3,53.75,21,2015-01-21,Wednesday,18:43:02
1242,4,4,74.75,21,2015-01-21,Wednesday,18:50:51
1243,2,2,29.0,21,2015-01-21,Wednesday,19:02:27
1244,4,4,67.65,21,2015-01-21,Wednesday,19:24:32
1245,1,1,16.75,21,2015-01-21,Wednesday,19:26:35
1246,3,3,43.0,21,2015-01-21,Wednesday,19:36:04
1247,3,3,44.45,21,2015-01-21,Wednesday,19:54:37
1248,1,1,12.5,21,2015-01-21,Wednesday,20:13:51
1249,2,2,30.45,21,2015-01-21,Wednesday,20:40:44
1250,4,4,57.75,21,2015-01-21,Wednesday,21:09:08
1251,1,1,16.5,21,2015-01-21,Wednesday,21:12:37
1252,1,1,20.75,21,2015-01-21,Wednesday,21:32:07
1253,2,2,37.0,22,2015-01-22,Thursday,11:34:52
1254,2,2,43.9,22,2015-01-22,Thursday,11:56:03
1255,3,3,36.75,22,2015-01-22,Thursday,12:05:34
1256,1,1,12.5,22,2015-01-22,Thursday,12:06:15
1257,3,3,47.0,22,2015-01-22,Thursday,12:07:53
1258,1,1,16.75,22,2015-01-22,Thursday,12:18:53
1259,1,1,12.75,22,2015-01-22,Thursday,12:22:47
1260,1,1,12.0,22,2015-01-22,Thursday,12:31:07
1261,4,4,60.0,22,2015-01-22,Thursday,12:32:00
1262,1,1,12.0,22,2015-01-22,Thursday,12:32:33
1263,1,1,18.5,22,2015-01-22,Thursday,12:39:12
1264,2,2,36.75,22,2015-01-22,Thursday,12:58:30
1265,12,11,183.25,22,2015-01-22,Thursday,12:59:26
1266,2,2,33.5,22,2015-01-22,Thursday,12:59:51
1267,1,1,14.5,22,2015-01-22,Thursday,13:01:27
1268,3,3,53.75,22,2015-01-22,Thursday,13:01:39
1269,1,1,16.25,22,2015-01-22,Thursday,13:04:41
1270,1,1,16.0,22,2015-01-22,Thursday,13:12:15
1271,4,3,64.75,22,2015-01-22,Thursday,13:14:17
1272,2,2,24.75,22,2015-01-22,Thursday,13:14:37
1273,1,1,12.0,22,2015-01-22,Thursday,13:21:57
1274,14,13,238.7,22,2015-01-22,Thursday,13:24:14
1275,1,1,16.75,22,2015-01-22,Thursday,13:26:25
1276,1,1,16.75,22,2015-01-22,Thursday,13:46:36
1277,2,2,32.5,22,2015-01-22,Thursday,13:46:44
1278,4,4,73.5,22,2015-01-22,Thursday,14:07:34
1279,2,2,37.25,22,2015-01-22,Thursday,14:16:38
1280,1,1,17.95,22,2015-01-22,Thursday,14:44:54
1281,1,1,16.25,22,2015-01-22,Thursday,15:13:10
1282,2,2,21.75,22,2015-01-22,Thursday,15:16:54
1283,4,4,53.75,22,2015-01-22,Thursday,15:47:42
1284,2,2,26.0,22,2015-01-22,Thursday,15:53:38
1285,2,2,22.25,22,2015-01-22,Thursday,16:18:42
1286,2,2,29.0,22,2015-01-22,Thursday,16:29:13
1287,1,1,12.0,22,2015-01-22,Thursday,16:38:25
1288,1,1,16.75,22,2015-01-22,Thursday,17:10:07
1289,2,2,36.75,22,2015-01-22,Thursday,17:11:54
1290,4,4,69.0,22,2015-01-22,Thursday,17:17:19
1291,4,4,61.5,22,2015-01-22,Thursday,17:20:13
1292,2,2,29.0,22,2015-01-22,Thursday,17:35:48
1293,1,1,11.0,22,2015-01-22,Thursday,17:37:59
1294,2,2,37.5,22,2015-01-22,Thursday,17:43:01
1295,3,3,50.25,22,2015-01-22,Thursday,17:44:59
1296,2,2,31.5,22,2015-01-22,Thursday,17:46:53
1297,4,4,56.75,22,2015-01-22,Thursday,17:51:53
1298,3,3,56.0,22,2015-01-22,Thursday,17:54:25
1299,3,3,38.5,22,2015-01-22,Thursday,17:56:07
1300,2,2,22.5,22,2015-01-22,Thursday,18:28:51
1301,4,4,71.0,22,2015-01-22,Thursday,18:42:08
1302,2,2,27.0,22,2015-01-22,Thursday,18:44:04
1303,4,4,60.75,22,2015-01-22,Thursday,18:53:13
1304,1,1,12.5,22,2015-01-22,Thursday,19:02:50
1305,1,1,12.25,22,2015-01-22,Thursday,19:24:01
1306,2,2,31.25,22,2015-01-22,Thursday,19:35:25
1307,1,1,23.65,22,2015-01-22,Thursday,19:39:20
1308,1,1,20.25,22,2015-01-22,Thursday,19:43:14
1309,1,1,12.0,22,2015-01-22,Thursday,20:04:42
1310,2,2,32.75,22,2015-01-22,Thursday,20:19:33
1311,2,2,31.25,22,2015-01-22,Thursday,20:21:28
1312,1,1,12.0,22,2015-01-22,Thursday,20:23:41
1313,1,1,15.25,22,2015-01-22,Thursday,20:24:29
1314,3,3,48.5,22,2015-01-22,Thursday,20:40:55
1315,2,2,33.25,22,2015-01-22,Thursday,20:46:44
1316,1,1,20.5,22,2015-01-22,Thursday,20:48:12
1317,1,1,20.75,22,2015-01-22,Thursday,21:00:41
1318,2,2,37.5,22,2015-01-22,Thursday,21:36:48
1319,3,3,47.0,22,2015-01-22,Thursday,22:24:05
1320,2,2,31.25,22,2015-01-22,Thursday,23:02:31
1321,3,3,43.0,23,2015-01-23,Friday,11:17:12
1322,2,2,41.5,23,2015-01-23,Friday,11:28:28
1323,10,9,151.0,23,2015-01-23,Friday,11:45:37
1324,3,3,49.0,23,2015-01-23,Friday,11:46:56
1325,3,3,42.5,23,2015-01-23,Friday,11:50:45
1326,2,2,38.7,23,2015-01-23,Friday,12:00:54
1327,1,1,21.0,23,2015-01-23,Friday,12:01:01
1328,1,1,12.75,23,2015-01-23,Friday,12:29:42
1329,1,1,12.5,23,2015-01-23,Friday,12:49:11
1330,2,2,24.0,23,2015-01-23,Friday,12:54:53
1331,3,3,42.75,23,2015-01-23,Friday,12:54:56
1332,1,1,17.5,23,2015-01-23,Friday,12:55:29
1333,3,2,46.9,23,2015-01-23,Friday,12:57:07
1334,1,1,14.75,23,2015-01-23,Friday,13:00:58
1335,1,1,16.5,23,2015-01-23,Friday,13:10:36
1336,1,1,9.75,23,2015-01-23,Friday,13:14:10
1337,1,1,12.0,23,2015-01-23,Friday,13:44:49
1338,3,3,54.5,23,2015-01-23,Friday,13:47:01
1339,2,2,28.75,23,2015-01-23,Friday,14:10:45
1340,6,6,110.45,23,2015-01-23,Friday,14:12:26
1341,4,4,75.7,23,2015-01-23,Friday,14:15:37
1342,1,1,16.75,23,2015-01-23,Friday,14:17:05
1343,1,1,12.75,23,2015-01-23,Friday,14:29:11
1344,1,1,18.5,23,2015-01-23,Friday,14:58:58
1345,2,2,28.5,23,2015-01-23,Friday,15:01:02
1346,2,2,35.5,23,2015-01-23,Friday,15:25:17
1347,3,3,48.0,23,2015-01-23,Friday,15:32:59
1348,1,1,12.75,23,2015-01-23,Friday,15:50:01
1349,2,2,36.75,23,2015-01-23,Friday,16:03:08
1350,2,2,26.5,23,2015-01-23,Friday,16:05:24
1351,2,2,36.75,23,2015-01-23,Friday,16:06:00
1352,3,3,46.0,23,2015-01-23,Friday,16:12:21
1353,2,2,32.75,23,2015-01-23,Friday,16:21:26
1354,1,1,16.0,23,2015-01-23,Friday,16:22:21
1355,2,2,26.25,23,2015-01-23,Friday,16:30:25
1356,2,2,37.0,23,2015-01-23,Friday,17:11:00
1357,2,2,28.5,23,2015-01-23,Friday,17:17:58
1358,1,1,20.75,23,2015-01-23,Friday,17:24:07
1359,1,1,12.5,23,2015-01-23,Friday,17:31:29
1360,1,1,20.75,23,2015-01-23,Friday,17:33:33
1361,2,2,31.25,23,2015-01-23,Friday,17:46:31
1362,2,2,29.25,23,2015-01-23,Friday,17:46:43
1363,4,4,59.0,23,2015-01-23,Friday,17:46:45
1364,3,3,53.25,23,2015-01-23,Friday,17:50:42
1365,1,1,20.75,23,2015-01-23,Friday,17:54:47
1366,2,2,29.0,23,2015-01-23,Friday,18:07:49
1367,4,4,57.25,23,2015-01-23,Friday,18:09:22
1368,2,2,29.5,23,2015-01-23,Friday,18:22:01
1369,2,2,33.25,23,2015-01-23,Friday,18:31:59
1370,2,2,28.0,23,2015-01-23,Friday,18:45:57
1371,1,1,12.75,23,2015-01-23,Friday,18:54:00
1372,2,2,24.0,23,2015-01-23,Friday,18:57:10
1373,2,2,27.75,23,2015-01-23,Friday,19:00:30
1374,2,2,31.0,23,2015-01-23,Friday,19:06:56
1375,3,3,49.5,23,2015-01-23,Friday,19:12:48
1376,1,1,20.75,23,2015-01-23,Friday,19:13:06
1377,4,4,55.5,23,2015-01-23,Friday,19:19:20
1378,2,2,34.7,23,2015-01-23,Friday,19:23:24
1379,3,3,48.0,23,2015-01-23,Friday,19:33:07
1380,3,3,49.75,23,2015-01-23,Friday,19:51:21
1381,3,3,61.75,23,2015-01-23,Friday,20:08:54
1382,3,3,35.0,23,2015-01-23,Friday,20:11:35
1383,2,1,37.0,23,2015-01-23,Friday,20:24:59
1384,2,2,32.25,23,2015-01-23,Friday,20:31:01
1385,2,2,23.75,23,2015-01-23,Friday,20:57:30
1386,2,2,41.25,23,2015-01-23,Friday,21:01:24
1387,3,3,53.0,23,2015-01-23,Friday,21:11:38
1388,1,1,20.75,23,2015-01-23,Friday,22:04:12
1389,1,1,16.0,23,2015-01-23,Friday,22:05:37
1390,1,1,20.75,24,2015-01-24,Saturday,11:38:40
1391,4,4,66.5,24,2015-01-24,Saturday,12:26:08
1392,2,2,32.5,24,2015-01-24,Saturday,12:37:39
1393,2,2,29.5,24,2015-01-24,Saturday,12:43:03
1394,1,1,10.5,24,2015-01-24,Saturday,13:25:55
1395,1,1,12.75,24,2015-01-24,Saturday,13:32:52
1396,1,1,12.75,24,2015-01-24,Saturday,13:34:33
1397,1,1,18.5,24,2015-01-24,Saturday,13:56:25
1398,6,6,95.0,24,2015-01-24,Saturday,14:04:36
1399,4,4,66.0,24,2015-01-24,Saturday,14:07:38
1400,1,1,16.0,24,2015-01-24,Saturday,14:08:26
1401,1,1,12.75,24,2015-01-24,Saturday,14:20:17
1402,3,3,35.0,24,2015-01-24,Saturday,14:23:57
1403,1,1,12.0,24,2015-01-24,Saturday,14:44:46
1404,2,2,32.5,24,2015-01-24,Saturday,14:59:38
1405,3,3,45.75,24,2015-01-24,Saturday,15:00:13
1406,1,1,12.0,24,2015-01-24,Saturday,15:08:57
1407,1,1,12.0,24,2015-01-24,Saturday,15:17:06
1408,2,2,23.5,24,2015-01-24,Saturday,16:05:14
1409,1,1,12.5,24,2015-01-24,Saturday,16:06:10
1410,3,3,37.0,24,2015-01-24,Saturday,16:17:38
1411,3,3,38.75,24,2015-01-24,Saturday,16:36:53
1412,2,2,38.75,24,2015-01-24,Saturday,16:39:31
1413,4,4,55.75,24,2015-01-24,Saturday,16:48:03
1414,1,1,12.25,24,2015-01-24,Saturday,16:49:15
1415,1,1,20.25,24,2015-01-24,Saturday,17:04:22
1416,4,4,74.75,24,2015-01-24,Saturday,17:18:39
1417,4,4,64.75,24,2015-01-24,Saturday,17:31:05
1418,1,1,12.25,24,2015-01-24,Saturday,17:50:34
1419,2,2,40.75,24,2015-01-24,Saturday,18:07:48
1420,3,3,56.4,24,2015-01-24,Saturday,18:10:44
1421,1,1,20.75,24,2015-01-24,Saturday,18:17:01
1422,2,2,41.0,24,2015-01-24,Saturday,18:26:42
1423,3,3,40.5,24,2015-01-24,Saturday,18:32:23
1424,2,2,36.75,24,2015-01-24,Saturday,18:43:24
1425,3,3,57.75,24,2015-01-24,Saturday,18:50:51
1426,1,1,20.75,24,2015-01-24,Saturday,19:06:06
1427,3,3,55.75,24,2015-01-24,Saturday,19:26:06
1428,2,2,32.75,24,2015-01-24,Saturday,19:33:57
1429,4,4,73.0,24,2015-01-24,Saturday,19:36:22
1430,3,3,63.25,24,2015-01-24,Saturday,19:39:56
1431,1,1,16.0,24,2015-01-24,Saturday,19:40:03
1432,3,3,54.25,24,2015-01-24,Saturday,19:41:52
1433,2,2,24.5,24,2015-01-24,Saturday,19:43:23
1434,2,2,43.9,24,2015-01-24,Saturday,19:43:40
1435,4,4,61.5,24,2015-01-24,Saturday,19:44:56
1436,3,3,40.5,24,2015-01-24,Saturday,19:46:06
1437,1,1,12.75,24,2015-01-24,Saturday,19:47:50
1438,2,2,32.5,24,2015-01-24,Saturday,19:54:07
1439,2,2,32.75,24,2015-01-24,Saturday,19:56:32
1440,1,1,20.5,24,2015-01-24,Saturday,19:56:33
1441,2,2,33.25,24,2015-01-24,Saturday,20:13:00
1442,4,4,56.75,24,2015-01-24,Saturday,20:21:20
1443,2,2,25.75,24,2015-01-24,Saturday,20:23:34
1444,1,1,20.5,24,2015-01-24,Saturday,20:29:10
1445,4,4,65.75,24,2015-01-24,Saturday,20:29:40
1446,2,2,41.25,24,2015-01-24,Saturday,20:40:47
1447,2,2,27.25,24,2015-01-24,Saturday,20:41:28
1448,1,1,16.5,24,2015-01-24,Saturday,20:59:29
1449,2,2,33.25,24,2015-01-24,Saturday,21:12:27
1450,4,4,71.25,24,2015-01-24,Saturday,21:23:08
1451,4,4,61.45,24,2015-01-24,Saturday,21:23:59
1452,2,2,24.5,24,2015-01-24,Saturday,22:32:11
1453,4,4,62.25,25,2015-01-25,Sunday,12:24:36
1454,2,2,26.5,25,2015-01-25,Sunday,12:27:51
1455,1,1,10.5,25,2015-01-25,Sunday,13:30:03
1456,1,1,20.75,25,2015-01-25,Sunday,13:35:14
1457,11,10,179.9,25,2015-01-25,Sunday,13:35:53
1458,4,4,61.25,25,2015-01-25,Sunday,13:46:05
1459,2,2,28.0,25,2015-01-25,Sunday,14:01:11
1460,1,1,16.5,25,2015-01-25,Sunday,14:17:13
1461,5,5,90.95,25,2015-01-25,Sunday,14:21:02
1462,1,1,12.0,25,2015-01-25,Sunday,14:32:07
1463,1,1,12.0,25,2015-01-25,Sunday,14:32:44
1464,1,1,20.75,25,2015-01-25,Sunday,14:43:49
1465,2,2,31.25,25,2015-01-25,Sunday,14:45:05
1466,2,2,22.5,25,2015-01-25,Sunday,14:48:05
1467,1,1,20.75,25,2015-01-25,Sunday,14:50:29
1468,2,2,37.5,25,2015-01-25,Sunday,15:05:16
1469,2,2,28.75,25,2015-01-25,Sunday,15:23:21
1470,2,2,33.0,25,2015-01-25,Sunday,15:29:05
1471,4,4,66.95,25,2015-01-25,Sunday,16:07:00
1472,2,2,36.25,25,2015-01-25,Sunday,16:32:36
1473,2,2,29.0,25,2015-01-25,Sunday,16:36:54
1474,2,2,24.5,25,2015-01-25,Sunday,16:52:12
1475,4,4,57.5,25,2015-01-25,Sunday,16:59:21
1476,1,1,16.75,25,2015-01-25,Sunday,17:05:06
1477,1,1,12.0,25,2015-01-25,Sunday,17:08:54
1478,4,4,60.75,25,2015-01-25,Sunday,17:26:23
1479,2,2,43.9,25,2015-01-25,Sunday,17:30:14
1480,2,2,33.95,25,2015-01-25,Sunday,17:48:20
1481,2,2,41.5,25,2015-01-25,Sunday,18:12:26
1482,1,1,16.0,25,2015-01-25,Sunday,18:32:16
1483,3,3,44.75,25,2015-01-25,Sunday,18:39:10
1484,3,3,41.5,25,2015-01-25,Sunday,18:57:43
1485,2,2,39.65,25,2015-01-25,Sunday,19:05:15
1486,1,1,16.75,25,2015-01-25,Sunday,19:09:03
1487,1,1,12.5,25,2015-01-25,Sunday,19:41:47
1488,2,2,31.25,25,2015-01-25,Sunday,19:49:28
1489,1,1,9.75,25,2015-01-25,Sunday,20:01:54
1490,4,4,63.0,25,2015-01-25,Sunday,20:07:13
1491,1,1,12.0,25,2015-01-25,Sunday,20:19:40
1492,4,4,63.0,25,2015-01-25,Sunday,20:46:56
1493,1,1,14.75,25,2015-01-25,Sunday,21:00:40
1494,3,3,57.0,25,2015-01-25,Sunday,21:01:50
1495,3,3,37.0,25,2015-01-25,Sunday,21:17:32
1496,1,1,20.5,25,2015-01-25,Sunday,21:32:38
1497,3,3,48.75,26,2015-01-26,Monday,11:15:57
1498,1,1,20.75,26,2015-01-26,Monday,11:25:10
1499,1,1,16.5,26,2015-01-26,Monday,11:33:33
1500,4,4,77.5,26,2015-01-26,Monday,11:52:57
1501,4,4,64.75,26,2015-01-26,Monday,12:03:55
1502,2,2,43.45,26,2015-01-26,Monday,12:04:48
1503,1,1,20.75,26,2015-01-26,Monday,12:10:49
1504,10,10,171.75,26,2015-01-26,Monday,12:44:38
1505,4,4,80.9,26,2015-01-26,Monday,12:47:34
1506,1,1,12.0,26,2015-01-26,Monday,12:56:04
1507,1,1,12.5,26,2015-01-26,Monday,13:02:45
1508,1,1,18.5,26,2015-01-26,Monday,13:03:59
1509,5,5,60.75,26,2015-01-26,Monday,13:08:25
1510,1,1,17.95,26,2015-01-26,Monday,13:15:18
1511,1,1,18.5,26,2015-01-26,Monday,13:24:17
1512,1,1,16.5,26,2015-01-26,Monday,13:27:32
